"","station","name","longitude","latitude","avg_stop_times","prov","count","groups","k","maxcount","maj_groups","major_hub","non_hub"
"1","008895000","Aalst",4.039653,50.942813,88.263005780347,"Oost-Vlaanderen",100,"1","k = 11",152,"1","0","0"
"2","008895125","Aalst-Kerrebroek",4.024407,50.948377,7.2976878612717,"Oost-Vlaanderen",1,"1","k = 11",152,"2","0","1"
"3","008891140","Aalter",3.447848,51.092295,78.488439306358,"Oost-Vlaanderen",91,"2","k = 11",343,"1","0","0"
"4","008833209","Aarschot",4.824043,50.984406,123.80057803468,"Vlaams Brabant",110,"3","k = 11",300,"1","0","0"
"5","008892288","Aarsele",3.418363,50.98446,2.4768786127168,"West-Vlaanderen",6,"2","k = 11",343,"2","0","1"
"6","008886546","Acren",3.847086,50.733095,27.14161849711,"Hainaut",7,"1","k = 11",152,"2","0","1"
"7","008874583","Aiseau",4.584552,50.429529,16.473988439306,"Hainaut",7,"4","k = 11",114,"2","0","1"
"8","008831039","Alken",5.292866,50.886837,37.953757225434,"Limburg",42,"5","k = 11",132,"3","0","0"
"9","008843331","Amay",5.32049,50.546011,21.653179190751,"Liège",1,"6","k = 11",119,"2","0","1"
"10","008843323","Ampsin",5.289729,50.539215,21.653179190751,"Liège",1,"6","k = 11",119,"2","0","1"
"11","008863404","Andenne",5.094699,50.496759,55.043352601156,"Namur",21,"4","k = 11",114,"4","0","0"
"12","008842002","Angleur",5.599695,50.613152,87.130057803468,"Liège",28,"6","k = 11",119,"4","0","0"
"13","008841202","Ans",5.509704,50.661208,53.239884393064,"Liège",35,"6","k = 11",119,"3","0","0"
"14","008885522","Antoing",3.451309,50.569626,31.725433526012,"Hainaut",7,"7","k = 11",63,"2","0","1"
"15","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"8","k = 11",334,"5","1","0"
"16","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"8","k = 11",334,"5","1","0"
"17","008821048","Antwerpen-Haven",4.379086,51.289968,0,"Antwerpen",0,"8","k = 11",334,"2","0","1"
"18","008821063","Antwerpen-Luchtbal",4.425029,51.244132,48.540462427746,"Antwerpen",6,"8","k = 11",334,"2","0","1"
"19","008821089","Antwerpen-Noorderdokken",4.427906,51.261643,22.242774566474,"Antwerpen",6,"8","k = 11",334,"2","0","1"
"20","008821022","Antwerpen-Oost",4.436392,51.207357,0,"Antwerpen",0,"8","k = 11",334,"2","0","1"
"21","008821196","Antwerpen-Zuid",4.390259,51.197828,71.193641618497,"Antwerpen",54,"8","k = 11",334,"3","0","0"
"22","008892734","Anzegem",3.495014,50.826385,22.650289017341,"West-Vlaanderen",3,"2","k = 11",343,"2","0","1"
"23","008895745","Appelterre",3.972108,50.813063,26.864161849711,"Oost-Vlaanderen",17,"1","k = 11",152,"4","0","0"
"24","008811759","Archennes",4.662444,50.754345,49.895953757225,"Brabant Wallon",11,"3","k = 11",300,"2","0","1"
"25","008812070","Asse",4.207985,50.906488,38.589595375723,"Vlaams Brabant",36,"8","k = 11",334,"3","0","0"
"26","008886009","Ath",3.777429,50.626932,66.294797687861,"Hainaut",49,"1","k = 11",152,"3","0","0"
"27","008874716","Auvelais",4.630532,50.449197,37.872832369942,"Namur",14,"4","k = 11",114,"4","0","0"
"28","008842754","Aywaille",5.672499,50.472938,20.537572254335,"Liège",0,"6","k = 11",119,"2","0","1"
"29","008822160","Baasrode-Zuid",4.153492,51.019437,17.020231213873,"Oost-Vlaanderen",24,"8","k = 11",334,"4","0","0"
"30","008895257","Balegem-Dorp",3.791425,50.919612,26.708092485549,"Oost-Vlaanderen",10,"2","k = 11",343,"2","0","1"
"31","008895240","Balegem-Zuid",3.80587,50.90051,20.176300578035,"Oost-Vlaanderen",10,"2","k = 11",343,"2","0","1"
"32","008832045","Balen",5.164986,51.169099,28.393063583815,"Antwerpen",3,"5","k = 11",132,"2","0","1"
"33","008895463","Bambrugge",3.935711,50.913769,7.2976878612717,"Oost-Vlaanderen",1,"1","k = 11",152,"2","0","1"
"34","008843430","Bas-Oha",5.190937,50.52263,24.320809248555,"Liège",1,"6","k = 11",119,"2","0","1"
"35","008811734","Basse-Wavre",4.621651,50.72442,50.138728323699,"Brabant Wallon",11,"4","k = 11",114,"2","0","1"
"36","008891124","Beernem",3.329892,51.128009,29.765895953757,"West-Vlaanderen",31,"2","k = 11",343,"4","0","0"
"37","008814423","Beersel",4.302605,50.766616,37.742774566474,"Vlaams Brabant",19,"9","k = 11",660,"4","0","0"
"38","008894151","Beervelde",3.879384,51.08753,11.973988439306,"Oost-Vlaanderen",12,"1","k = 11",152,"4","0","0"
"39","008821865","Begijnendijk",4.800338,51.021972,29.921965317919,"Vlaams Brabant",18,"3","k = 11",300,"4","0","0"
"40","008891157","Bellem",3.487374,51.083908,25.867052023121,"Oost-Vlaanderen",28,"2","k = 11",343,"4","0","0"
"41","008894433","Belsele",4.088608,51.150994,39.118497109827,"Oost-Vlaanderen",27,"8","k = 11",334,"4","0","0"
"42","008812211","Sint-Agatha-Berchem/Berchem-Sainte-Agathe",4.289895,50.872625,39.121387283237,"Bruxelles",30,"8","k = 11",334,"4","0","0"
"43","008832235","Beringen",5.235892,51.050603,28.393063583815,"Limburg",3,"5","k = 11",132,"2","0","1"
"44","008821816","Berlaar",4.638811,51.113662,29.921965317919,"Antwerpen",18,"3","k = 11",300,"4","0","0"
"45","008861424","Beuzet",4.748533,50.534208,30.820809248555,"Namur",6,"4","k = 11",114,"2","0","1"
"46","008894748","Beveren",4.25952,51.208336,48.208092485549,"Oost-Vlaanderen",41,"8","k = 11",334,"3","0","0"
"47","008832227","Beverlo",5.234373,51.087719,28.393063583815,"Limburg",3,"5","k = 11",132,"2","0","1"
"48","008811718","Bierges-Walibi",4.594746,50.707772,56.026011560694,"Brabant Wallon",11,"4","k = 11",114,"2","0","1"
"49","008841319","Bierset-Awans",5.460551,50.65861,30.346820809249,"Liège",4,"6","k = 11",119,"2","0","1"
"50","008831138","Bilzen",5.50938,50.868643,49.945086705202,"Limburg",41,"5","k = 11",132,"3","0","0"
"51","008882362","Binche",4.172451,50.408764,26.71387283237,"Hainaut",20,"10","k = 11",97,"4","0","0"
"52","008896388","Bissegem",3.224205,50.825845,22.445086705202,"West-Vlaanderen",29,"11","k = 11",183,"4","0","0"
"53","008891405","Blankenberge",3.133864,51.312432,21.416184971098,"West-Vlaanderen",33,"11","k = 11",183,"3","0","0"
"54","008861531","Blanmont",4.636393,50.619453,31.508670520231,"Brabant Wallon",6,"4","k = 11",114,"2","0","1"
"55","008884715","Blaton",3.666304,50.505461,31.725433526012,"Hainaut",7,"7","k = 11",63,"2","0","1"
"56","008841434","Bleret",5.286394,50.685065,21.083815028902,"Liège",4,"6","k = 11",119,"2","0","1"
"57","008812021","Bockstael",4.348513,50.87943,58.473988439306,"Bruxelles",44,"9","k = 11",660,"3","0","0"
"58","008821634","Boechout",4.494489,51.16348,42.580924855491,"Antwerpen",25,"8","k = 11",334,"4","0","0"
"59","008811437","Bosvoorde/Boitsfort",4.408112,50.794698,31.947976878613,"Bruxelles",38,"9","k = 11",660,"3","0","0"
"60","008831781","Bokrijk",5.408386,50.955812,39.476878612717,"Limburg",41,"5","k = 11",132,"3","0","0"
"61","008821857","Booischot",4.773478,51.037344,29.921965317919,"Antwerpen",18,"3","k = 11",300,"4","0","0"
"62","008822814","Boom",4.360694,51.090713,15.450867052023,"Antwerpen",5,"8","k = 11",334,"2","0","1"
"63","008814456","Boondaal/Boondael",4.393387,50.801665,59.682080924855,"Bruxelles",31,"9","k = 11",660,"4","0","0"
"64","008822475","Boortmeerbeek",4.5739,50.981853,43.942196531792,"Vlaams Brabant",26,"3","k = 11",300,"4","0","0"
"65","008811163","Bordet",4.410026,50.877785,20.771676300578,"Bruxelles",41,"9","k = 11",660,"3","0","0"
"66","008822772","Bornem",4.240526,51.099225,24.453757225434,"Antwerpen",9,"8","k = 11",334,"2","0","1"
"67","008884319","Boussu",3.797025,50.436388,24.670520231214,"Hainaut",23,"7","k = 11",63,"4","0","0"
"68","008821725","Bouwel",4.746511,51.165764,29.56936416185,"Antwerpen",10,"3","k = 11",300,"2","0","1"
"69","008881463","Bracquegnies",4.126345,50.474457,25.85838150289,"Hainaut",1,"10","k = 11",97,"2","0","1"
"70","008814258","Braine-l'Alleud",4.375526,50.684778,98.78612716763,"Brabant Wallon",92,"9","k = 11",660,"1","0","0"
"71","008883006","Braine-le-Comte",4.137662,50.605079,160.14161849711,"Hainaut",97,"10","k = 11",97,"1","0","0"
"72","008843901","Bressoux",5.611057,50.643967,35.627167630058,"Liège",10,"6","k = 11",119,"2","0","1"
"73","008886066","Brugelette",3.852551,50.594229,26.037572254335,"Hainaut",6,"1","k = 11",152,"2","0","1"
"74","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"11","k = 11",183,"1","0","0"
"75","008891033","Brugge-Sint-Pieters",3.201795,51.223115,13.263005780347,"West-Vlaanderen",19,"11","k = 11",183,"4","0","0"
"76","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"9","k = 11",660,"5","1","0"
"77","008813045","Brussel-Congres/Bruxelles-Congrès",4.362051,50.852067,20.580924855491,"Bruxelles",30,"9","k = 11",660,"4","0","0"
"78","008813037","Brussel-Kapellekerk/Bruxelles-Chapelle",4.347866,50.841127,10.976878612717,"Bruxelles",16,"9","k = 11",660,"4","0","0"
"79","008811304","Brussel-Luxemburg/Bruxelles-Luxembourg",4.373674,50.838943,142.60115606936,"Bruxelles",116,"9","k = 11",660,"1","0","0"
"80","008819406","Brussels Airport - Zaventem",4.482076,50.896456,171.02023121387,"Vlaams Brabant",173,"9","k = 11",660,"1","0","0"
"81","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"9","k = 11",660,"5","1","0"
"82","008811916","Brussel-Schuman/Bruxelles-Schuman",4.380722,50.843276,97.349710982659,"Bruxelles",116,"9","k = 11",660,"1","0","0"
"83","008815040","Brussel-West/Bruxelles-Ouest",4.321042,50.848552,19.433526011561,"Bruxelles",22,"9","k = 11",660,"4","0","0"
"84","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"9","k = 11",660,"5","1","0"
"85","008811148","Buda",4.417074,50.907495,10.28323699422,"Vlaams Brabant",15,"9","k = 11",660,"4","0","0"
"86","008822145","Buggenhout",4.201666,51.016291,23.023121387283,"Oost-Vlaanderen",23,"8","k = 11",334,"4","0","0"
"87","008814340","Buizingen",4.258558,50.751577,49.054913294798,"Vlaams Brabant",29,"9","k = 11",660,"4","0","0"
"88","008895455","Burst",3.922416,50.907198,39.514450867052,"Oost-Vlaanderen",20,"1","k = 11",152,"4","0","0"
"89","008884889","Callenelle",3.52618,50.527359,4.9479768786127,"Hainaut",1,"7","k = 11",63,"2","0","1"
"90","008886074","Cambron-Casteau",3.874809,50.586759,26.728323699422,"Hainaut",6,"1","k = 11",152,"2","0","1"
"91","008882248","Carnieres",4.263826,50.447957,26.023121387283,"Hainaut",3,"10","k = 11",97,"2","0","1"
"92","008811817","Ceroux-Mousty",4.569046,50.659941,20.161849710983,"Brabant Wallon",6,"4","k = 11",114,"2","0","1"
"93","008861317","Chapelle-Dieu",4.697627,50.557374,4.8410404624277,"Namur",0,"4","k = 11",114,"2","0","1"
"94","008872066","Charleroi-Ouest",4.436653,50.410948,20.161849710983,"Hainaut",6,"10","k = 11",97,"2","0","1"
"95","008872009","Charleroi-Sud",4.438567,50.40471,213.74566473988,"Hainaut",79,"10","k = 11",97,"1","0","0"
"96","008861523","Chastre",4.648888,50.608819,31.508670520231,"Brabant Wallon",6,"4","k = 11",114,"2","0","1"
"97","008863438","Château-de-Seilles",5.081745,50.497209,24.320809248555,"Namur",1,"4","k = 11",114,"2","0","1"
"98","008874005","Châtelet",4.521861,50.410103,37.878612716763,"Hainaut",15,"4","k = 11",114,"4","0","0"
"99","008842036","Chênée",5.616073,50.608019,33.014450867052,"Liège",3,"6","k = 11",119,"2","0","1"
"100","008842838","Comblain-la-Tour",5.566956,50.456865,25.346820809249,"Liège",8,"6","k = 11",119,"2","0","1"
"101","008896412","Comines",2.999286,50.772072,22.445086705202,"Hainaut",29,"11","k = 11",183,"4","0","0"
"102","008845229","Coo",5.880473,50.391127,20.537572254335,"Liège",0,"6","k = 11",119,"2","0","1"
"103","008874054","Couillet",4.46851,50.392718,14.034682080925,"Hainaut",7,"10","k = 11",97,"2","0","1"
"104","008871225","Courcelles-Motte",4.400534,50.462007,30.092485549133,"Hainaut",7,"10","k = 11",97,"2","0","1"
"105","008864949","Courrière",4.996051,50.387442,27.205202312139,"Namur",0,"4","k = 11",114,"2","0","1"
"106","008811825","Court-Saint-Étienne",4.565819,50.645567,20.161849710983,"Brabant Wallon",6,"4","k = 11",114,"2","0","1"
"107","008863362","Dave-Saint-Martin",4.884414,50.429098,27.205202312139,"Namur",0,"4","k = 11",114,"2","0","1"
"108","008814175","De Hoek",4.370717,50.738812,21.728323699422,"Vlaams Brabant",18,"9","k = 11",660,"4","0","0"
"109","008892338","De Panne",2.601963,51.0774,19.823699421965,"West-Vlaanderen",36,"11","k = 11",183,"3","0","0"
"110","008892080","De Pinte",3.650465,50.997063,66.78901734104,"Oost-Vlaanderen",79,"2","k = 11",343,"1","0","0"
"111","008892106","Deinze",3.534432,50.978258,44.722543352601,"Oost-Vlaanderen",67,"2","k = 11",343,"1","0","0"
"112","008811205","Delta",4.403869,50.818357,20.771676300578,"Bruxelles",6,"9","k = 11",660,"2","0","1"
"113","008895802","Denderleeuw",4.071825,50.891925,156.13005780347,"Oost-Vlaanderen",152,"1","k = 11",152,"1","0","0"
"114","008893401","Dendermonde",4.101427,51.022781,101.87283236994,"Oost-Vlaanderen",100,"8","k = 11",334,"1","0","0"
"115","008811213","Diegem",4.442774,50.890478,72.329479768786,"Vlaams Brabant",52,"9","k = 11",660,"3","0","0"
"116","008831112","Diepenbeek",5.419947,50.910452,49.945086705202,"Limburg",41,"5","k = 11",132,"3","0","0"
"117","008814464","Diesdelle/Vivier d'Oie",4.374052,50.796145,59.682080924855,"Bruxelles",31,"9","k = 11",660,"4","0","0"
"118","008831401","Diest",5.050031,50.993341,84.919075144509,"Vlaams Brabant",78,"3","k = 11",300,"1","0","0"
"119","008892452","Diksmuide",2.868943,51.032723,19.823699421965,"West-Vlaanderen",36,"11","k = 11",183,"3","0","0"
"120","008812237","Dilbeek",4.243393,50.866728,39.121387283237,"Vlaams Brabant",30,"8","k = 11",334,"4","0","0"
"121","008844545","Dolhain-Gileppe",5.936494,50.616244,22.124277456647,"Liège",4,"6","k = 11",119,"2","0","1"
"122","008892031","Drongen",3.655202,51.047295,29.398843930636,"Oost-Vlaanderen",31,"2","k = 11",343,"4","0","0"
"123","008822210","Duffel",4.493186,51.091243,31.939306358382,"Antwerpen",34,"3","k = 11",300,"3","0","0"
"124","008891652","Duinbergen",3.263587,51.338195,19.670520231214,"West-Vlaanderen",4,"11","k = 11",183,"2","0","1"
"125","008883212","Écaussinnes",4.156639,50.56239,49.303468208092,"Hainaut",24,"10","k = 11",97,"4","0","0"
"126","008895877","Ede",3.987524,50.911054,23.300578034682,"Oost-Vlaanderen",14,"1","k = 11",152,"4","0","0"
"127","008883311","Enghien",4.047357,50.697273,57.187861271676,"Hainaut",66,"1","k = 11",152,"1","0","0"
"128","008893708","Eeklo",3.574515,51.181333,20.71098265896,"Oost-Vlaanderen",14,"2","k = 11",343,"4","0","0"
"129","008895752","Eichem",3.993745,50.823994,26.864161849711,"Oost-Vlaanderen",17,"1","k = 11",152,"4","0","0"
"130","008892627","Eine",3.623776,50.870432,24.416184971098,"Oost-Vlaanderen",16,"2","k = 11",343,"4","0","0"
"131","008892650","Eke-Nazareth",3.627839,50.960774,24.416184971098,"Oost-Vlaanderen",16,"2","k = 11",343,"4","0","0"
"132","008821071","Ekeren",4.434154,51.281626,45.696531791908,"Antwerpen",29,"8","k = 11",334,"4","0","0"
"133","008843240","Engis",5.401986,50.582957,21.653179190751,"Liège",1,"6","k = 11",119,"2","0","1"
"134","008822269","Eppegem",4.45749,50.9584,51.239884393064,"Vlaams Brabant",53,"3","k = 11",300,"3","0","0"
"135","008881158","Erbisœul",3.887987,50.507025,25.563583815029,"Hainaut",6,"7","k = 11",63,"2","0","1"
